example	label	target	dataset
free speech yet he banned for his speech pretty gay if you ask me also that kike doug mackey is not right wing he a subversive antifa level faggot	hate	{'Homosexual', 'Jewish', 'African'}	gab
are you seriously backing that lil spic fag fuentes 😂	hate	{'Hispanic', 'Homosexual'}	gab
people that think that they have a personal relationship with talk to a fictional kike pervert pacifist on a stick are insane perverts by dictionary clinical definitions most people are insane it is a matter of degree	hate	{'Jewish'}	gab
i do not just hate kikes i hate kikes and kike accessories	hate	{'Jewish'}	gab
meanwhile an entire company gets shutdown for diversity training because two coons decided to loiter and then refuse police orders to disperse that called privilege and blacks have it	hate	{'African'}	gab
<user> is a faggot	hate	{'Homosexual'}	twitter
on a bus not one single english person plus one coon talking on the phone in some gibberish language i do not understand	hate	{'African'}	gab
has the half nigger got another lurker account	hate	{'African'}	gab
<user> ‍ the jews are controlling my weather again i am a get that kike alf for this shit you with me <user> ‍	hate	{'Jewish'}	gab
if u freinds wit a jew or nigger den u ain t no freind of mine	hate	{'Jewish', 'African'}	gab
more than <number> percent of children in the united states will be obese by age <number> if current trends in weight gain and poor eating habits continue it takes a retarded nigger to write something this fucked up	hate	{'Disability', 'African'}	gab
so fucking sick of that kike zuccerberg and his jew bullshit	hate	{'Jewish'}	gab
but bakers can not turn down a couple shit stirring queers over a wedding cake	hate	{'Homosexual'}	gab
also the nigger she boon niglet generators ebt medicare public housing public transportation subsidies crime costs educational costs societal decay etc	hate	{'African'}	gab
abandoned by his father makes shitty music narcissistic degenerate will probably end up bankrupt despite making millions sounds like a nigger to me	hate	{'African'}	gab
male prostitution in pakistan is huge most pakis have had sex with other men pakistani muslim men also like to rape little boys who will stone these blasphemers who will discuss these islamic hypocrisies eh	hate	{'Other', 'Islam'}	gab
lol kike	hate	{'Jewish'}	gab
some girls going around exposing ppl aib beh kene sikit nk ching chong lebih haha	hate	{'None', 'Asian'}	twitter
we have had a muzzie problem since that psychotic pedo mohammed started his death cult	hate	{'Islam'}	gab
well well niggers and beaners are murderous animals who da thunk it	hate	{'Other', 'African'}	gab
this <number> yr old nigger conyers retired today after a gazillion years of groping women and acting like a nigger he wants his niglet son to replace him what a fucking nigger	hate	{'African'}	gab
actually you are just another stupid fucking nigger with a big mouth and a porous brain nobody worthy of knowing takes anything you say or do seriously fucking niggers raw sewage that needs to be flushed immediately	hate	{'African'}	gab
disgusting maga you see this shit currynigger and race traitor attempting to fund a start up venture for the instant production of vomit	hate	{'Indian', 'Other', 'Arab'}	gab
two questions <number> how did you get a picture of my dick <number> who the fuck put a kike star on it	hate	{'Jewish'}	gab
i would say that the majority of shitty whites that behave like that are living under a kike enforced degenerate rule that celebrates the nigger as the height of culture while demonizing natural folk beliefs and traditional views i would say they have had it forced on them	hate	{'Jewish', 'Other', 'African', 'Economic'}	gab
part and parcel of living in a big city london muzzie mayor sadiq khan	hate	{'Islam', 'Arab'}	gab
are we really this stupid as a species europe is turning into a muzzie infested hell hole but o the royal kikes are getting married let us celebrate o boy 😒	hate	{'Refugee', 'Arab', 'Homosexual', 'Jewish', 'Islam'}	gab
this is a really interesting excerpt from planet faggot but back on the real world it pretty obvious you are a kike shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time	hate	{'Jewish'}	gab
there now i tweeted squaw and nigger <number> times oh my lord shoot the squaw	hate	{'Indigenous', 'Other', 'Women', 'African'}	twitter
here your options <number> chase down and handcuff some gross naked nigger and put it in your car <number> shoot that spook and let the meat wagon clean it up hmm choices	hate	{'African'}	gab
<user> remember the api access i am still waiting also i gave shekels to torba what a fucking nigger he is tho	hate	{'African'}	gab
so it ok to dox a kike but not someone he supports	hate	{'Jewish'}	gab
the muzzie looks miserable and ugly	hate	{'Islam'}	gab
mudsharks gonna mud for dat nigger muhdik	hate	{'African', 'Women'}	gab
mudshark sunglasses to go with your mudshark milk shake	hate	{'African', 'Women', 'Islam'}	gab
when you have shitskin 3 rd worlders who do not believe in free speech running our free speech platforms what do you expect	hate	{'Other', 'Economic', 'African'}	gab
my baby blunt smoking bitch fuck with us suckin this niggers	hate	{'None', 'African', 'Women'}	twitter
gutmenschen probleme ich würde einen moslem niemals in meine wohnung lassen und schon gar nicht in die nähe von meinen kindern	hate	{'None', 'Islam'}	gab
taking chink posting seriously hahahahahahahahahahahahahahahahahahahahahahahahahahahahaha	hate	{'Asian'}	gab
that happened when you allow a rat yid in your country	hate	{'Jewish'}	gab
in bk watching a nigger try to get free food i had come here yesterday and akst fa a chicken sahwits and it wunt fresh wuhih dooda get a good one talk to a managa sum black manager behind the counter i getchyu one mah du hole up	hate	{'African'}	gab
it truly is amazing how you reject a girl once and she starts accusing you of being a homosex moslem in bitter spite like this sad	hate	{'None', 'Homosexual', 'Islam'}	gab
we wasn t being nice enough is the reason why pakistani moslem men went around gang raping white children according to the politicians media	hate	{'None', 'Islam'}	gab
another nigger dead probably saved <number> lives <happy>	hate	{'African'}	gab
obozo troll hiding under that tree the moslem is the prize kill	hate	{'Islam'}	gab
i will bet if some nigger went ape shit on crack you d be the first to demand we show it some compassion right dingbat	hate	{'African'}	gab
gb turned into an faggoty and muzzie orwellian shithole on lizzie watch f all these so called nobles they should be dangling from lampposts	hate	{'Homosexual', 'Islam'}	gab
smallest amount in the kike bowl	hate	{'Jewish'}	gab
those rights were not even made for you they were made by white people for white people whoever thought it was a good idea to give you kaepernicks fucking rights fucked up did not they no respect just straight fucking bullshit nigger shit	hate	{'African'}	gab
i know this one i was browsing twitter and saw this very kike had been caught lying that she was a christian she gave no response after being confronted on it a literal fellow white person	hate	{'Jewish'}	gab
egyptians worshipped crocodile gods christians worship nigger gods	hate	{'African'}	gab
one thing you can count on are the beaner men giving us a pinata full of lurid sex scandals thanks mexico	hate	{'Hispanic'}	gab
<user> shud b all moslem countrys	hate	{'Arab', 'African', 'Islam'}	gab
if the refugees say they are children arrest the libtard swede women for statutory rape either a moslem goes down or a libtard swede does someone has to go i wish both	hate	{'Other', 'Islam'}	gab
<user> more good news a swede last name ends in son running in minnesota 5 th congr district against current radical towelhead who has had the seat bet the farm	hate	{'Arab'}	twitter
it painfully clear why mudslime throw these people off rooftops	hate	{'Islam'}	gab
this lil yid pig should be sued by the <number> million he fucked over with their info and strip him clean of every penny and life in prison dirty lil fuckin snyde rat and i am being nice 😇	hate	{'None', 'Jewish'}	gab
